1,0,1.999999992,1.999999992,7430.184605,5117.948365,1.876226655,1.804526745,1.875092077,1.875092077,0,0.07169991,,-2312.23624
13,0,1.000000004,1.000000004,68595.6649,22890.72494,1.064179006,1.101493914,1.006298055,1.006298055,0,0.037314908,,-45704.93996
16,0,1.999999992,1.999999992,9810.495681,6299.905648,1.841831799,1.939869157,1.939446077,1.939446077,0,0.098037358,,-3510.590033
19,0,1.999999992,1.999999992,14847.19933,8134.983239,1.908563417,1.908563417,1.957598589,1.957598589,0,0,,-6712.216094
28,0,1.000000004,1.000000004,15855.84893,14354.6683,1.002128569,1.002128569,1.006618925,1.006618925,0,0,,-1501.180623
39,0,1.000000004,1.000000004,20149.99489,17318.54512,1.057312111,1.057312111,1.050751581,1.050751581,0,0,,-2831.449766
53,0,1.999999992,1.999999992,28707.50487,15104.24685,1.933479887,1.931281578,1.979663466,1.979663466,0,0.00219831,,-13603.25802
57,0,1.000000004,1.000000004,35609.7427,22214.18775,1.066520113,1.068718422,1.032668301,1.032668301,0,0.00219831,,-13395.55495
58,0,1.999999992,1.999999992,20437.39296,11046.66525,1.888793584,1.888793584,1.9510505,1.9510505,0,0,,-9390.727715
63,0,1.999999992,1.999999992,22195.99941,9174.710919,1.945478058,1.763307184,1.985759389,1.985759389,0,0.182170875,,-13021.2885
64,0,1.999999992,1.999999992,6540.315351,19858.86044,1.979466398,1.979466398,1.825546829,1.825546829,0,0,,13318.54508
65,0,1.000000004,1.000000004,19100.52896,13514.23381,1.016377024,1.016377024,1.007240393,1.007240393,0,0,,-5586.295155
66,0,1.000000004,1.000000004,62111.61578,11786.8124,1.021380652,1.700670869,1.000880698,1.000880698,0,0.679290216,,-50324.80337
68,0,1.000000004,1.000000004,9319.591781,9934.239927,1.004314712,1.004314712,1.013214037,1.013214037,0,0,,614.6481454
71,0,1.000000004,1.000000004,6760.129099,4785.934749,1.028926678,1.028926678,1.010627051,1.010627051,0,0,,-1974.19435
76,0,1.999999992,1.999999992,17166.63314,9813.750566,1.759509217,1.883152428,1.910148103,1.910148103,0,0.123643211,,-7352.882576
82,0,1.999999992,1.999999992,14944.4102,11723.12841,1.933479887,1.931281578,1.949155797,1.949155797,0,0.00219831,,-3221.281797
87,0,1.999999992,1.999999992,7237.638533,8561.092112,1.94174404,1.94174404,1.910948706,1.910948706,0,0,,1323.45358
94,0,1.999999992,1.999999992,12505.22117,14493.77369,1.968277934,1.968277934,1.946662637,1.946662637,0,0,,1988.552525
97,0,1.999999992,1.999999992,9201.98937,11009.58383,1.787407403,1.8788604,1.804414986,1.804414986,0,0.091452996,,1807.594458
99,0,1.000000004,1.000000004,2298.69026,1444.494942,1.080773544,1.080773544,1.04678806,1.04678806,0,0,,-854.195318
100,0,1.000000004,1.000000004,17128.7963,18171.55695,1.002323175,1.002323175,1.01459265,1.01459265,0,0,,1042.760654
102,0,1.000000004,1.000000004,17388.85848,16638.37527,1.002514649,1.002514649,1.010274778,1.010274778,0,0,,-750.4832124
107,0,1.000000004,1.000000004,36899.83316,33365.61091,1.00088331,1.00088331,1.004414008,1.004414008,0,0,,-3534.22225
111,0,1.999999992,1.999999992,14980.96752,22361.56808,1.968686715,1.968686715,1.918971478,1.918971478,0,0,,7380.600566
112,0,1.999999992,1.999999992,15451.72367,11129.34627,1.931281578,1.933479887,1.955921287,1.955921287,0,0.00219831,,-4322.377403
113,0,1.999999992,1.999999992,11631.91833,9402.931776,1.928550287,1.93367498,1.937586727,1.937586727,0,0.005124693,,-2228.986557
115,0,1.000000004,1.000000004,26912.0211,9364.501234,1.098675293,1.098675293,1.011871062,1.011871062,0,0,,-17547.51987
119,0,1.999999992,1.999999992,9479.399769,9466.573945,1.949828616,1.949828616,1.939341208,1.939341208,0,0,,-12.82582404
137,0,1.000000004,1.000000004,15451.48252,11297.94187,1.007052058,1.007052058,1.001940183,1.001940183,0,0,,-4153.540649
145,0,1.000000004,1.000000004,131025.9199,29828.90738,1.019819915,1.722521196,1.001198381,1.001198381,0,0.702701282,,-101197.0125
146,0,1.000000004,1.000000004,121975.3924,98410.12859,1.000356273,1.000356273,1.000646601,1.000646601,0,0,,-23565.26385
151,0,1.999999992,1.999999992,6502.761199,5951.897458,1.962139414,1.962139414,1.954546161,1.954546161,0,0,,-550.8637405
154,0,1.999999992,1.999999992,20568.62134,9321.143151,1.919282148,1.919282148,1.986212544,1.986212544,0,0,,-11247.47819
159,0,1.999999992,1.999999992,7069.283942,9159.519226,1.920356414,1.934260256,1.88659456,1.88659456,0,0.013903842,,2090.235284
160,0,1.000000004,1.000000004,55569.7308,36333.38638,1.006434539,1.006434539,1.000845044,1.000845044,0,0,,-19236.34442
165,0,1.000000004,1.000000004,4033.816855,5783.93571,1.024469983,1.024469983,1.064068983,1.064068983,0,0,,1750.118855
166,0,1.000000004,1.000000004,24153.65461,7629.816063,1.019819915,1.722521196,1.007576663,1.007576663,0,0.702701282,,-16523.83855
168,0,1.000000004,1.000000004,21449.9287,21581.20188,1.014815281,1.014815281,1.022536312,1.022536312,0,0,,131.2731793
176,0,1.999999992,1.999999992,15690.97848,10011.96508,1.965328498,1.965328498,1.988869128,1.988869128,0,0,,-5679.013401
181,0,1.000000004,1.000000004,20462.23364,8209.957305,1.074602495,1.074602495,1.013277381,1.013277381,0,0,,-12252.27634
182,0,1.999999992,1.999999992,14436.2539,13620.37112,1.875412882,1.875412882,1.875373402,1.875373402,0,0,,-815.882781
191,0,1.999999992,1.999999992,5181.461394,15407.07846,1.944365318,1.944365318,1.774994539,1.774994539,0,0,,10225.61706
194,0,1.000000004,1.000000004,9717.585664,8035.581691,1.016663145,1.016663145,1.013564498,1.013564498,0,0,,-1682.003973
196,0,1.000000004,1.000000004,29008.79065,18002.06148,1.074181004,1.066129928,1.033536134,1.033536134,0,0.008051076,,-11006.72917
219,0,1.999999992,1.999999992,12398.57252,12501.50713,1.869969495,1.869969495,1.864711711,1.864711711,0,0,,102.9346086
221,0,1.999999992,1.999999992,11591.4376,6886.050325,1.935235717,1.906699959,1.955119553,1.955119553,0,0.028535758,,-4705.38728
232,0,1.999999992,1.999999992,16214.54369,17025.2608,1.975749811,1.975749811,1.96027209,1.96027209,0,0,,810.7171163
244,0,1.000000004,1.000000004,14574.33439,4592.06945,1.673357959,1.023331574,1.022630384,1.022630384,0,0.650026385,,-9982.264941
245,0,1.999999992,1.999999992,13538.11683,7131.938905,1.72506911,1.948209349,1.950691291,1.950691291,0,0.223140239,,-6406.177929
246,0,1.000000004,1.000000004,96505.92428,37550.34955,1.066520113,1.068718422,1.009421076,1.009421076,0,0.00219831,,-58955.57473
253,0,1.999999992,1.999999992,10938.54055,6107.196243,1.792063914,1.792063914,1.854185412,1.854185412,0,0,,-4831.344311
256,0,1.999999992,1.999999992,11090.30191,17107.72861,1.93367498,1.928550287,1.862131691,1.862131691,0,0.005124693,,6017.426702
264,0,1.999999992,1.999999992,10440.51269,5493.96004,1.927366677,1.927366677,1.979843933,1.979843933,0,0,,-4946.552649
268,0,1.999999992,1.999999992,16014.14239,25307.06613,1.925818996,1.933870072,1.8650106,1.8650106,0,0.008051076,,9292.923741
270,0,1.000000004,1.000000004,45366.33013,32642.53329,1.007495535,1.007495535,1.003268733,1.003268733,0,0,,-12723.79684
277,0,1.000000004,1.000000004,16581.68622,21352.59462,1.033297465,1.033297465,1.060321411,1.060321411,0,0,,4770.908397
282,0,1.999999992,1.999999992,18847.23686,11627.62098,1.873924468,1.937576824,1.950162005,1.950162005,0,0.063652356,,-7219.61588
284,0,1.000000004,1.000000004,6963.470615,6515.827866,1.004840639,1.004840639,1.008622901,1.008622901,0,0,,-447.6427494
285,0,1.000000004,1.000000004,17867.05184,9347.286522,1.019819915,1.722521196,1.035784215,1.035784215,0,0.702701282,,-8519.765318
320,0,1.000000004,1.000000004,19348.84048,17133.77638,1.028244298,1.028244298,1.026961643,1.026961643,0,0,,-2215.064103
323,0,1.000000004,1.000000004,20933.40537,22509.6713,1.047051732,1.047051732,1.058827074,1.058827074,0,0,,1576.265932
332,0,1.999999992,1.999999992,15029.28544,8960.96394,1.852409996,1.852409996,1.917997901,1.917997901,0,0,,-6068.321499
349,0,1.000000004,1.000000004,16825.89864,16194.53457,1.012071046,1.012071046,1.017833443,1.017833443,0,0,,-631.364073
354,0,1.000000004,1.000000004,6322.769767,5009.09001,1.006412356,1.006412356,1.004463623,1.004463623,0,0,,-1313.679757
360,0,1.999999992,1.999999992,13956.74125,11367.92686,1.937576824,1.873924468,1.920796886,1.920796886,0,0.063652356,,-2588.814382
361,0,1.000000004,1.000000004,10577.40593,10252.81394,1.003367567,1.003367567,1.013513264,1.013513264,0,0,,-324.5919897
373,0,1.999999992,1.999999992,21665.15376,13883.85257,1.931281578,1.933479887,1.965678112,1.965678112,0,0.00219831,,-7781.301192
374,0,1.000000004,1.000000004,2970.15516,2418.65505,1.907640481,1.907640481,1.156499281,1.156499281,0,0,,-551.5001104
376,0,1.999999992,1.999999992,20889.74134,9187.157357,1.800147024,1.799411906,1.906183581,1.906183581,0,0.000735118,,-11702.58398
394,0,1.000000004,1.000000004,18054.91656,11747.86028,1.018682808,1.018682808,1.00672214,1.00672214,0,0,,-6307.056287
402,0,1.999999992,1.999999992,8509.088926,7247.172969,1.955360503,1.955360503,1.96195216,1.96195216,0,0,,-1261.915957
422,0,1.999999992,1.999999992,16914.38886,8939.571083,1.873924468,1.937576824,1.964700159,1.964700159,0,0.063652356,,-7974.817775
